6 Lyn b
61 Vir b
61 Vir b
61 Vir c
61 Vir c
61 Vir d
7 CMa b
7 CMa b
7 CMa b
7 CMa c
70 Vir b
70 Vir b
70 Vir b
70 Vir b
70 Vir b
70 Vir b
75 Cet b
8 UMi b
8 UMi b
81 Cet b
81 Cet b
91 Aqr b
AB Aur b
AB Pic b
AF Lep b
AF Lep b
AU Mic b
AU Mic b
AU Mic b
AU Mic b
AU Mic b
AU Mic b
AU Mic b
AU Mic c
AU Mic c
AU Mic c
AU Mic c
BD+03 2562 b
BD+14 4559 b
BD+14 4559 b
BD+15 2375 b
BD+15 2940 b
BD+20 2457 b
BD+20 2457 b
BD+20 2457 c
BD+20 274 b
BD+20 594 b
BD+20 594 b
BD+20 594 b
BD+45 564 b
BD+48 738 b
BD+48 740 b
BD+49 828 b
BD+55 362 b
BD+60 1417 b
BD+63 1405 b
BD-00 4475 b
BD-06 1339 b
BD-06 1339 c
BD-08 2823 b
BD-08 2823 b
BD-08 2823 c
BD-10 3166 b
BD-10 3166 b
BD-10 3166 b
BD-10 3166 b
BD-11 4672 b
BD-11 4672 b
BD-11 4672 c
BD-13 2130 b
BD-13 2130 b
BD-17 63 b
BD-17 63 b
CD Cet b
CFBDSIR J145829+101343 b
CFHTWIR-Oph 98 b
CHXR 73 b
CI Tau b
COCONUTS-2 b
CT Cha b
CoRoT-1 b
CoRoT-1 b
CoRoT-1 b
CoRoT-1 b
CoRoT-1 b
CoRoT-1 b
CoRoT-1 b
CoRoT-10 b
CoRoT-10 b
CoRoT-10 b
CoRoT-11 b
CoRoT-11 b
CoRoT-11 b
CoRoT-11 b
CoRoT-11 b
CoRoT-12 b
CoRoT-12 b
CoRoT-12 b
CoRoT-12 b
CoRoT-12 b
CoRoT-12 b
CoRoT-13 b
CoRoT-13 b
CoRoT-13 b
CoRoT-13 b
CoRoT-13 b
CoRoT-14 b
CoRoT-14 b
CoRoT-14 b
CoRoT-16 b
CoRoT-16 b
CoRoT-17 b
CoRoT-17 b
CoRoT-17 b
CoRoT-18 b
CoRoT-18 b
CoRoT-18 b
CoRoT-18 b
CoRoT-18 b
CoRoT-18 b
CoRoT-19 b
CoRoT-19 b
CoRoT-19 b
CoRoT-19 b
CoRoT-19 b
CoRoT-2 b
CoRoT-2 b
CoRoT-2 b
CoRoT-2 b
CoRoT-2 b
CoRoT-2 b
CoRoT-2 b
CoRoT-2 b
CoRoT-2 b
CoRoT-2 b
CoRoT-2 b
CoRoT-20 b
CoRoT-20 b
CoRoT-20 b
CoRoT-20 b
CoRoT-20 b
CoRoT-20 b
CoRoT-20 c
CoRoT-21 b
CoRoT-21 b
CoRoT-22 b
CoRoT-23 b
CoRoT-23 b
CoRoT-23 b
CoRoT-24 b
CoRoT-24 c
CoRoT-25 b
CoRoT-25 b
CoRoT-26 b
CoRoT-26 b
CoRoT-27 b
CoRoT-27 b
CoRoT-28 b
CoRoT-28 b
CoRoT-29 b
CoRoT-29 b
CoRoT-29 b
CoRoT-3 b
CoRoT-3 b
CoRoT-3 b
CoRoT-3 b
CoRoT-3 b
CoRoT-30 b
CoRoT-31 b
CoRoT-35 b
CoRoT-36 b
CoRoT-4 b
CoRoT-4 b
CoRoT-4 b
CoRoT-4 b
CoRoT-5 b
CoRoT-5 b
CoRoT-5 b
CoRoT-5 b
CoRoT-5 b
CoRoT-5 b
CoRoT-6 b
CoRoT-6 b
CoRoT-6 b
CoRoT-6 b
CoRoT-7 b
CoRoT-7 b
CoRoT-7 b
CoRoT-7 b
CoRoT-7 b
CoRoT-7 b
CoRoT-7 b
CoRoT-7 b
CoRoT-7 c
CoRoT-7 c
CoRoT-7 c
CoRoT-7 d
CoRoT-8 b
CoRoT-8 b
CoRoT-8 b
CoRoT-8 b
CoRoT-9 b
CoRoT-9 b
CoRoT-9 b
CoRoT-9 b
CoRoT-9 b
CoRoTID 223977153 b
CoRoTID 223977153 b
DE CVn b
DENIS-P J082303.1-491201 b
DH Tau b
DH Tau b
DMPP-1 b
DMPP-1 c
DMPP-1 d
DMPP-1 e
DMPP-2 b
DMPP-3 A b
DMPP-3 A b
DP Leo b
DP Leo b
DS Tuc A b
DS Tuc A b
DS Tuc A b
EPIC 201170410.02
EPIC 201238110 b
EPIC 201238110 b
EPIC 201427007 b
EPIC 201497682 b
EPIC 201595106 b
EPIC 201595106 b
EPIC 201595106 b
EPIC 201615463 c
EPIC 201754305 d
EPIC 201757695.02
EPIC 201833600 c
EPIC 201833600 c
EPIC 201841433 b
EPIC 201841433 b
EPIC 201841433 b
EPIC 205950854 c
EPIC 205950854 c
EPIC 205950854 c
EPIC 206024342 b
EPIC 206024342 b
EPIC 206024342 c
EPIC 206024342 c
EPIC 206024342 c
EPIC 206024342 d
EPIC 206024342 d
EPIC 206024342 d
EPIC 206024342 d
EPIC 206032309 b
EPIC 206042996 b
EPIC 206042996 b
EPIC 206042996 b
EPIC 206042996 c
EPIC 206042996 c
EPIC 206215704 b
EPIC 206215704 b
EPIC 206215704 b
EPIC 206317286 b
EPIC 206317286 b
EPIC 206317286 c
EPIC 206317286 c
EPIC 206317286 c
EPIC 211822797 b
EPIC 211822797 b
EPIC 211822797 b
EPIC 211822797 b
EPIC 211822797 b
EPIC 211822797 b
EPIC 211945201 b
EPIC 211945201 b
EPIC 211945201 b
EPIC 211945201 b
EPIC 211945201 b
EPIC 211945201 b
EPIC 211945201 b
EPIC 211945201 b
EPIC 211945201 b
EPIC 212297394 b
EPIC 212297394 b
EPIC 212297394 b
EPIC 212297394 c
EPIC 212297394 c
EPIC 212297394 c
EPIC 212424622 b
EPIC 212424622 b
EPIC 212499991 b
EPIC 212587672 b
EPIC 212587672 b
EPIC 212587672 b
EPIC 212587672 c
EPIC 212587672 c
EPIC 212587672 c
EPIC 212587672 c
EPIC 212587672 c
EPIC 212587672 c
EPIC 212624936 b
EPIC 212624936 c
EPIC 212624936 c
EPIC 212737443 b
EPIC 212737443 b
EPIC 212737443 b
EPIC 212737443 c
EPIC 220492298 b
EPIC 220554210 c
EPIC 220554210 c
EPIC 220554210 c
EPIC 220674823 b
EPIC 220674823 b
EPIC 220674823 b
EPIC 220674823 b
EPIC 220674823 b
EPIC 220674823 b
EPIC 220674823 b
EPIC 220674823 b
EPIC 220674823 b
EPIC 220674823 c
EPIC 220674823 c
EPIC 220674823 c
EPIC 220674823 c
EPIC 220674823 c
EPIC 220674823 c
EPIC 220674823 c
EPIC 220674823 c
EPIC 228836835 b
EPIC 228836835 b
EPIC 246851721 b
EPIC 246851721 b
EPIC 248847494 b
EPIC 249893012 b
EPIC 249893012 c
EPIC 249893012 d
FU Tau b
G 264-012 b
G 264-012 c
G 9-40 b
G 9-40 b
G 9-40 b
GJ 1002 b
GJ 1002 c
GJ 1061 b
GJ 1061 c
GJ 1061 d
GJ 1132 b
GJ 1132 b
GJ 1132 b
GJ 1132 b
GJ 1132 b
GJ 1132 c
GJ 1148 b
GJ 1148 b
GJ 1148 b
GJ 1148 c
GJ 1148 c
GJ 1151 c
GJ 1214 b
GJ 1214 b
GJ 1214 b
GJ 1214 b
GJ 1214 b
GJ 1214 b
GJ 1214 b
GJ 1214 b
GJ 1214 b
GJ 1214 b
GJ 1214 b
GJ 1214 b
GJ 1214 b
GJ 1214 b
GJ 1214 b
GJ 1214 b
GJ 1252 b
GJ 1252 b
GJ 1252 b
GJ 1252 b
GJ 1265 b
GJ 143 b
GJ 143 b
GJ 143 b
GJ 15 A b
GJ 15 A b
GJ 15 A b
GJ 15 A c
GJ 160.2 b
GJ 163 b
GJ 163 c
GJ 163 d
GJ 179 b
GJ 179 b
GJ 180 b
GJ 180 b
GJ 180 c
GJ 180 d
GJ 2030 b
GJ 2030 c
GJ 2056 b
GJ 229 A c
GJ 229 A c
GJ 229 b
GJ 229 b
GJ 229 b
GJ 251 b
GJ 27.1 b
GJ 273 b
GJ 273 c
GJ 3021 b
GJ 3082 b
GJ 3090 b
GJ 3090 b
GJ 3138 b
GJ 3138 c
GJ 3138 d
GJ 317 b
GJ 317 b
GJ 317 b
GJ 317 b
GJ 317 c
GJ 317 c
GJ 317 c
GJ 317 c
GJ 3222 b
GJ 328 b
GJ 3293 b
GJ 3293 b
GJ 3293 c
GJ 3293 c
GJ 3293 d
GJ 3293 e
GJ 3323 b
GJ 3323 c
GJ 3341 b
GJ 338 B b
GJ 338 B b
GJ 3470 b
GJ 3470 b
GJ 3470 b
GJ 3470 b
GJ 3470 b
GJ 3470 b
GJ 3470 b
GJ 3470 b
GJ 3470 b
GJ 3470 b
GJ 3473 b
GJ 3473 b
GJ 3473 c
GJ 3512 b
GJ 3512 b
GJ 3512 c
GJ 357 b
GJ 357 b
GJ 357 c
GJ 357 d
GJ 3634 b
GJ 367 b
GJ 367 b
GJ 3779 b
GJ 3929 b
GJ 3929 b
GJ 3929 b
GJ 3929 c
GJ 393 b
GJ 3942 b
GJ 3998 b
GJ 3998 c
GJ 411 b
GJ 411 b
GJ 411 b
GJ 411 b
GJ 414 A b
GJ 414 A b
GJ 414 A c
GJ 414 A c
GJ 422 b
GJ 422 b
GJ 4276 b
GJ 433 b
GJ 433 b
GJ 433 b
GJ 433 b
GJ 433 c
GJ 433 c
GJ 433 d
GJ 436 b
GJ 436 b
GJ 436 b
GJ 436 b
GJ 436 b
GJ 436 b
GJ 436 b
GJ 436 b
GJ 436 b
GJ 436 b
GJ 436 b
GJ 436 b
GJ 436 b
GJ 436 b
GJ 436 b
GJ 436 b
GJ 436 b
GJ 436 b
GJ 436 b
GJ 436 b
GJ 436 b
GJ 463 b
GJ 463 b
GJ 463 b
GJ 480 b
GJ 486 b
GJ 486 b
GJ 504 b
GJ 514 b
GJ 536 b
GJ 536 b
GJ 581 b
GJ 581 b
GJ 581 b
GJ 581 b
GJ 581 b
GJ 581 b
GJ 581 c
GJ 581 c
GJ 581 c
GJ 581 c
GJ 581 c
GJ 581 e
GJ 581 e
GJ 581 e
GJ 581 e
GJ 625 b
GJ 649 b
GJ 649 b
GJ 667 C b
GJ 667 C b
GJ 667 C b
GJ 667 C b
GJ 667 C c
GJ 667 C c
GJ 667 C c
GJ 667 C c
GJ 667 C e
GJ 667 C f
GJ 667 C g
GJ 674 b
GJ 676 A b
GJ 676 A b
GJ 676 A b
GJ 676 A b
GJ 676 A b
GJ 676 A c
GJ 676 A c
GJ 676 A d
GJ 676 A d
GJ 676 A d
GJ 676 A e
GJ 676 A e
GJ 676 A e
GJ 680 b
GJ 682 b
GJ 682 c
GJ 685 b
GJ 687 b
GJ 687 b
GJ 687 b
GJ 687 b
GJ 687 c
GJ 720 A b
GJ 740 b
GJ 832 b
GJ 832 b
GJ 832 b
GJ 849 b
GJ 849 b
GJ 849 b
GJ 849 b
GJ 849 b
GJ 849 b
GJ 849 c
GJ 849 c
GJ 86 b
GJ 86 b
GJ 86 b
GJ 876 b
GJ 876 b
GJ 876 b
GJ 876 b
GJ 876 b
GJ 876 b
GJ 876 b
GJ 876 b
GJ 876 c
GJ 876 c
GJ 876 c
GJ 876 c
GJ 876 c
GJ 876 c
GJ 876 c
GJ 876 d
GJ 876 d
GJ 876 d
GJ 876 d
GJ 876 d
GJ 876 d
GJ 876 d
GJ 876 e
GJ 876 e
GJ 876 e
GJ 887 b
GJ 887 c
GJ 896 A b
GJ 9066 c
GJ 9066 c
GJ 96 b
GJ 9689 b
GJ 9714 b
GJ 9827 b
GJ 9827 b
GJ 9827 b
GJ 9827 b
GJ 9827 b
GJ 9827 b
GJ 9827 c
GJ 9827 c
GJ 9827 c
GJ 9827 c
GJ 9827 d
GJ 9827 d
GJ 9827 d
GJ 9827 d
GPX-1 b
GPX-1 b
GQ Lup b
GQ Lup b
GSC 06214-00210 b
GSC 06214-00210 b
GSC 06214-00210 b
GSC 06214-00210 b
GU Psc b
Gaia-1 b
Gaia-2 b
Gaia-2 b
Gl 378 b
Gl 49 b
Gl 686 b
Gl 686 b
Gl 686 b
HAT-P-1 b
HAT-P-1 b
HAT-P-1 b
HAT-P-1 b
HAT-P-1 b
HAT-P-1 b
HAT-P-1 b
HAT-P-1 b
HAT-P-1 b
HAT-P-1 b
HAT-P-1 b
HAT-P-1 b
HAT-P-1 b
HAT-P-1 b
HAT-P-11 b
HAT-P-11 b
HAT-P-11 b
HAT-P-11 b
HAT-P-11 b
HAT-P-11 b
HAT-P-11 b
HAT-P-11 b
HAT-P-11 b
HAT-P-11 b
HAT-P-11 b
HAT-P-11 b
HAT-P-11 b
HAT-P-11 b
HAT-P-11 b
HAT-P-11 b
HAT-P-11 b
HAT-P-11 b
HAT-P-11 c
HAT-P-11 c
HAT-P-12 b
HAT-P-12 b
HAT-P-12 b
HAT-P-12 b
HAT-P-12 b
HAT-P-12 b
HAT-P-12 b
HAT-P-12 b
HAT-P-12 b
HAT-P-12 b
HAT-P-12 b
HAT-P-12 b
HAT-P-12 b
HAT-P-13 b
HAT-P-13 b
HAT-P-13 b
HAT-P-13 b
HAT-P-13 b
HAT-P-13 b
HAT-P-13 b
HAT-P-13 b
HAT-P-13 b
HAT-P-13 b
HAT-P-13 c
HAT-P-13 c
HAT-P-13 c
HAT-P-13 c
HAT-P-14 b
HAT-P-14 b
HAT-P-14 b
HAT-P-14 b
HAT-P-14 b
HAT-P-14 b
HAT-P-14 b
HAT-P-14 b
HAT-P-14 b
HAT-P-14 b
HAT-P-14 b
HAT-P-14 b
HAT-P-15 b
HAT-P-15 b
HAT-P-15 b
HAT-P-15 b
HAT-P-15 b
HAT-P-15 b
HAT-P-16 b
HAT-P-16 b
HAT-P-16 b
HAT-P-16 b
HAT-P-16 b
HAT-P-16 b
HAT-P-16 b
HAT-P-16 b
HAT-P-16 b
HAT-P-17 b
HAT-P-17 b
HAT-P-17 b
HAT-P-17 b
HAT-P-17 b
HAT-P-17 b
HAT-P-17 b
HAT-P-17 b
HAT-P-17 c
HAT-P-17 c
HAT-P-17 c
HAT-P-18 b
HAT-P-18 b
HAT-P-18 b
HAT-P-18 b
HAT-P-18 b
HAT-P-18 b
HAT-P-18 b
HAT-P-18 b
HAT-P-18 b
HAT-P-18 b
HAT-P-18 b
HAT-P-19 b
HAT-P-19 b
HAT-P-19 b
HAT-P-19 b
HAT-P-19 b
HAT-P-19 b
HAT-P-2 b
HAT-P-2 b
HAT-P-2 b
HAT-P-2 b
HAT-P-2 b
HAT-P-2 b
HAT-P-2 b
HAT-P-2 b
HAT-P-2 b
HAT-P-2 b
HAT-P-2 b
HAT-P-2 b
HAT-P-2 b
HAT-P-2 b
HAT-P-2 b
HAT-P-20 b
HAT-P-20 b
HAT-P-20 b
HAT-P-20 b
HAT-P-20 b
HAT-P-20 b
HAT-P-20 b
HAT-P-20 b
HAT-P-20 b
HAT-P-21 b
HAT-P-21 b
HAT-P-21 b
HAT-P-21 b
HAT-P-21 b
HAT-P-21 b
HAT-P-22 b
HAT-P-22 b
HAT-P-22 b
HAT-P-22 b
HAT-P-22 b
HAT-P-22 b
HAT-P-22 b
HAT-P-22 b
HAT-P-22 b
HAT-P-23 b
HAT-P-23 b
HAT-P-23 b
HAT-P-23 b
HAT-P-23 b
HAT-P-23 b
HAT-P-23 b
HAT-P-23 b
HAT-P-23 b
HAT-P-23 b
HAT-P-24 b
HAT-P-24 b
HAT-P-24 b
HAT-P-24 b
HAT-P-24 b
HAT-P-24 b
HAT-P-24 b
HAT-P-24 b
HAT-P-24 b
HAT-P-25 b
HAT-P-25 b
HAT-P-25 b
HAT-P-25 b
HAT-P-25 b
HAT-P-25 b
HAT-P-25 b
HAT-P-26 b
HAT-P-26 b
HAT-P-26 b
HAT-P-26 b
HAT-P-26 b
HAT-P-26 b
HAT-P-26 b
HAT-P-27 b
HAT-P-27 b
HAT-P-27 b
HAT-P-27 b
HAT-P-27 b
HAT-P-27 b
HAT-P-27 b
HAT-P-28 b
HAT-P-28 b
HAT-P-28 b
HAT-P-28 b
HAT-P-29 b
HAT-P-29 b
HAT-P-29 b
HAT-P-29 b
HAT-P-29 b
HAT-P-29 b
HAT-P-29 b
HAT-P-29 b
HAT-P-29 b
HAT-P-3 b
HAT-P-3 b
HAT-P-3 b
HAT-P-3 b
HAT-P-3 b
HAT-P-3 b
HAT-P-3 b
HAT-P-3 b
HAT-P-3 b
HAT-P-3 b
HAT-P-3 b
HAT-P-3 b
HAT-P-3 b
HAT-P-30 b
HAT-P-30 b
HAT-P-30 b
HAT-P-30 b
HAT-P-30 b
HAT-P-30 b
HAT-P-30 b
HAT-P-30 b
HAT-P-31 b
HAT-P-31 b
HAT-P-31 b
HAT-P-31 b
HAT-P-31 b
HAT-P-31 b
HAT-P-31 b
HAT-P-31 b
HAT-P-32 b
HAT-P-32 b
HAT-P-32 b
HAT-P-32 b
HAT-P-32 b
HAT-P-32 b
HAT-P-32 b
HAT-P-32 b
HAT-P-32 b
HAT-P-32 b
HAT-P-32 b
HAT-P-32 b
HAT-P-33 b
HAT-P-33 b
HAT-P-33 b
HAT-P-33 b
HAT-P-33 b
HAT-P-33 b
HAT-P-33 b
HAT-P-34 b
HAT-P-34 b
HAT-P-34 b
HAT-P-34 b
HAT-P-34 b
HAT-P-34 b
HAT-P-34 b
HAT-P-34 b
HAT-P-34 b
HAT-P-34 b
HAT-P-35 b
HAT-P-35 b
HAT-P-35 b
HAT-P-35 b
HAT-P-35 b
HAT-P-35 b
HAT-P-36 b
HAT-P-36 b
HAT-P-36 b
HAT-P-36 b
HAT-P-36 b
HAT-P-36 b
HAT-P-36 b
HAT-P-36 b
HAT-P-36 b
HAT-P-36 b
HAT-P-37 b
HAT-P-37 b
HAT-P-37 b
HAT-P-37 b
HAT-P-37 b
HAT-P-37 b
HAT-P-38 b
HAT-P-38 b
HAT-P-38 b
HAT-P-38 b
HAT-P-38 b
HAT-P-38 b
HAT-P-39 b
HAT-P-39 b
HAT-P-39 b
HAT-P-4 b
HAT-P-4 b
HAT-P-4 b
HAT-P-4 b
HAT-P-4 b
HAT-P-4 b
HAT-P-4 b
HAT-P-4 b
HAT-P-4 b
HAT-P-4 b
HAT-P-4 b
HAT-P-40 b
HAT-P-40 b
HAT-P-40 b
HAT-P-40 b
HAT-P-40 b
HAT-P-40 b
HAT-P-41 b
HAT-P-41 b
HAT-P-41 b
HAT-P-41 b
HAT-P-41 b
HAT-P-41 b
HAT-P-41 b
HAT-P-42 b
HAT-P-42 b
HAT-P-42 b
HAT-P-42 b
HAT-P-42 b
HAT-P-42 b
HAT-P-43 b
HAT-P-43 b
HAT-P-43 b
HAT-P-43 b
HAT-P-43 b
HAT-P-43 b
HAT-P-43 b
HAT-P-44 b
HAT-P-44 b
HAT-P-44 b
HAT-P-44 b
HAT-P-44 b
HAT-P-44 c
HAT-P-45 b
HAT-P-45 b
HAT-P-45 b
HAT-P-45 b
HAT-P-46 b
HAT-P-46 b
HAT-P-46 b
HAT-P-49 b
HAT-P-49 b
HAT-P-49 b
HAT-P-49 b
HAT-P-49 b
HAT-P-49 b
HAT-P-5 b
HAT-P-5 b
HAT-P-5 b
HAT-P-5 b
HAT-P-5 b
HAT-P-5 b
HAT-P-5 b
HAT-P-5 b
HAT-P-5 b
HAT-P-50 b
HAT-P-50 b
HAT-P-50 b
HAT-P-50 b
HAT-P-50 b
HAT-P-50 b
HAT-P-51 b
HAT-P-51 b
HAT-P-51 b
HAT-P-51 b
HAT-P-52 b
HAT-P-52 b
HAT-P-52 b
HAT-P-52 b
HAT-P-52 b
HAT-P-52 b
HAT-P-53 b
HAT-P-53 b
HAT-P-53 b
HAT-P-53 b
HAT-P-54 b
HAT-P-54 b
HAT-P-54 b
HAT-P-54 b
HAT-P-54 b
HAT-P-54 b
HAT-P-54 b
HAT-P-54 b
HAT-P-55 b
HAT-P-55 b
HAT-P-55 b
HAT-P-55 b
HAT-P-55 b
HAT-P-55 b
HAT-P-56 b
HAT-P-56 b
HAT-P-56 b
HAT-P-56 b
HAT-P-56 b
HAT-P-56 b
HAT-P-56 b
HAT-P-56 b
HAT-P-56 b
HAT-P-56 b
HAT-P-57 b
HAT-P-57 b
HAT-P-57 b
HAT-P-58 b
HAT-P-58 b
HAT-P-58 b
HAT-P-59 b
HAT-P-59 b
HAT-P-59 b
HAT-P-6 b
HAT-P-6 b
HAT-P-6 b
HAT-P-6 b
HAT-P-6 b
HAT-P-6 b
HAT-P-6 b
HAT-P-6 b
HAT-P-6 b
HAT-P-6 b
HAT-P-60 b
HAT-P-60 b
HAT-P-60 b
HAT-P-61 b
HAT-P-61 b
HAT-P-62 b
HAT-P-62 b
HAT-P-63 b
HAT-P-64 b
HAT-P-64 b
HAT-P-64 b
HAT-P-65 b
HAT-P-65 b
HAT-P-65 b
HAT-P-66 b
HAT-P-66 b
HAT-P-66 b
HAT-P-66 b
HAT-P-67 b
HAT-P-67 b
HAT-P-67 b
HAT-P-68 b
HAT-P-68 b
HAT-P-69 b
HAT-P-69 b
HAT-P-69 b
HAT-P-69 b
HAT-P-7 b
HAT-P-7 b
HAT-P-7 b
HAT-P-7 b
HAT-P-7 b
HAT-P-7 b
HAT-P-7 b
HAT-P-7 b
HAT-P-7 b
HAT-P-7 b
HAT-P-7 b
HAT-P-7 b
HAT-P-7 b
HAT-P-7 b
HAT-P-7 b
HAT-P-7 b
HAT-P-7 b
HAT-P-7 b
HAT-P-7 b
HAT-P-7 b
HAT-P-7 b
HAT-P-70 b
HAT-P-70 b
HAT-P-70 b
HAT-P-70 b
HAT-P-8 b
HAT-P-8 b
HAT-P-8 b
HAT-P-8 b
HAT-P-8 b
HAT-P-8 b
HAT-P-8 b
HAT-P-8 b
HAT-P-9 b
HAT-P-9 b
HAT-P-9 b
HAT-P-9 b
HAT-P-9 b
HAT-P-9 b
HAT-P-9 b
HAT-P-9 b
HAT-P-9 b
HATS-1 b
HATS-1 b
HATS-1 b
HATS-1 b
HATS-1 b
HATS-10 b
HATS-10 b
HATS-11 b
HATS-11 b
HATS-11 b
HATS-11 b
HATS-11 b
HATS-12 b
HATS-12 b
HATS-12 b
HATS-12 b
HATS-12 b
HATS-12 b
HATS-13 b
HATS-13 b
HATS-13 b
HATS-13 b
HATS-13 b
HATS-13 b
HATS-14 b
HATS-14 b
HATS-14 b
HATS-14 b
HATS-14 b
HATS-14 b
HATS-15 b
HATS-16 b
HATS-16 b
HATS-16 b
HATS-16 b
HATS-17 b
HATS-17 b
HATS-17 b
HATS-17 b
HATS-18 b
HATS-18 b
HATS-18 b
HATS-18 b
HATS-18 b
HATS-2 b
HATS-2 b
HATS-2 b
HATS-2 b
HATS-2 b
HATS-22 b
HATS-22 b
HATS-22 b
HATS-22 b
HATS-22 b
HATS-23 b
HATS-23 b
HATS-24 b
HATS-24 b
HATS-24 b
HATS-24 b
HATS-24 b
HATS-24 b
HATS-24 b
HATS-25 b
HATS-25 b
HATS-25 b
HATS-25 b
HATS-26 b
HATS-26 b
HATS-26 b
HATS-26 b
HATS-27 b
HATS-27 b
HATS-27 b
HATS-27 b
HATS-28 b
HATS-28 b
HATS-28 b
HATS-28 b
HATS-29 b
HATS-29 b
HATS-29 b
HATS-29 b
HATS-3 b
HATS-3 b
HATS-3 b
HATS-3 b
HATS-3 b
HATS-3 b
HATS-3 b
HATS-30 b
HATS-30 b
HATS-30 b
HATS-30 b
HATS-31 b
HATS-32 b
HATS-32 b
HATS-32 b
HATS-32 b
HATS-33 b
HATS-33 b
HATS-33 b
HATS-33 b
HATS-33 b
HATS-33 b
HATS-34 b
HATS-34 b
HATS-34 b
HATS-35 b
HATS-35 b
HATS-35 b
HATS-35 b
HATS-36 b
HATS-36 b
HATS-36 b
HATS-36 b
HATS-37 A b
HATS-38 b
HATS-38 b
HATS-39 b
HATS-39 b
HATS-39 b
HATS-39 b
HATS-4 b
HATS-4 b
HATS-4 b
HATS-4 b
HATS-4 b
HATS-4 b
HATS-40 b
HATS-40 b
HATS-40 b
HATS-41 b
HATS-41 b
HATS-41 b
HATS-41 b
HATS-42 b
HATS-42 b
HATS-42 b
HATS-42 b
HATS-43 b
HATS-43 b
HATS-43 b
HATS-43 b
HATS-43 b
HATS-44 b
HATS-44 b
HATS-44 b
HATS-45 b
HATS-45 b
HATS-45 b
HATS-45 b
HATS-46 b
HATS-46 b
HATS-46 b
HATS-46 b
HATS-47 b
HATS-47 b
HATS-47 b
HATS-47 b
HATS-48 A b
HATS-48 A b
HATS-48 A b
HATS-49 b
HATS-5 b
HATS-5 b
HATS-5 b
HATS-5 b
HATS-5 b
HATS-5 b
HATS-50 b
HATS-51 b
HATS-51 b
HATS-51 b
HATS-51 b
HATS-52 b
HATS-52 b
HATS-52 b
HATS-53 b
HATS-53 b
HATS-53 b
HATS-54 b
HATS-54 b
HATS-54 b
HATS-55 b
HATS-55 b
HATS-55 b
HATS-55 b
HATS-56 b
HATS-56 b
HATS-56 b
HATS-57 b
HATS-57 b
HATS-57 b
HATS-57 b
HATS-58 A b
HATS-58 A b
HATS-58 A b
HATS-59 b
HATS-59 b
HATS-59 b
HATS-59 c
HATS-6 b
HATS-6 b
HATS-6 b
HATS-6 b
HATS-6 b
HATS-60 b
HATS-60 b
HATS-60 b
HATS-60 b
HATS-61 b
HATS-61 b
HATS-61 b
HATS-62 b
HATS-63 b
HATS-63 b
HATS-63 b
HATS-63 b
HATS-64 b
HATS-64 b
HATS-64 b
HATS-65 b
HATS-66 b
HATS-66 b
HATS-66 b
HATS-67 b
HATS-67 b
HATS-67 b
HATS-68 b
HATS-68 b
HATS-68 b
HATS-68 b
HATS-69 b
HATS-69 b
HATS-69 b
HATS-69 b
HATS-7 b
HATS-7 b
HATS-7 b
HATS-7 b
HATS-70 b
HATS-70 b
HATS-70 b
HATS-70 b
HATS-71 b
HATS-71 b
HATS-71 b
HATS-71 b
HATS-72 b
HATS-72 b
HATS-72 b
HATS-74 A b
HATS-74 A b
HATS-75 b
